date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,rating1_pre,rating2_pre,pitcher1,pitcher2,pitcher1_rgs,pitcher2_rgs,pitcher1_adj,pitcher2_adj,rating_prob1,rating_prob2,rating1_post,rating2_post,score1,score2
2021-10-03,2021,0,,ATL,NYM,1520.30203281876,1511.6178025374,0.5468981253584034,0.45310187464159657,,,1523.24950709754,1537.04742780625,,,,,,,0.5147402389917184,0.4852597610082816,,,,
2021-10-03,2021,0,,STL,CHC,1519.69110959809,1525.79717673314,0.5257286945873083,0.4742713054126917,,,1510.96575793549,1517.00028701002,,,,,,,0.5273203989501174,0.4726796010498826,,,,
2021-10-03,2021,0,,SEA,ANA,1479.48461051814,1478.45545689807,0.5359576656430115,0.4640423343569885,,,1469.208247477,1494.92029756214,,,,,,,0.49961027901053195,0.5003897209894681,,,,
2021-10-03,2021,0,,LAD,MIL,1579.55456732418,1502.59898771635,0.6413312955736417,0.35866870442635834,,,1595.49895724818,1513.48023484368,,,,,,,0.6461894566803622,0.3538105433196378,,,,
2021-10-03,2021,0,,KCR,MIN,1473.20240553643,1498.95373857235,0.49747965050818754,0.5025203494918125,,,1470.73388549081,1514.23522340186,,,,,,,0.47223782277194803,0.527762177228052,,,,
2021-10-03,2021,0,,HOU,OAK,1538.01585734728,1524.14181146116,0.5542902555754947,0.4457097444245053,,,1549.61126756924,1514.86561080646,,,,,,,0.5836033476535117,0.41639665234648826,,,,
2021-10-03,2021,0,,CHW,DET,1532.32485189905,1447.2452169747,0.6520160575210416,0.34798394247895836,,,1535.83987179706,1445.2229725614,,,,,,,0.6584690695157548,0.3415309304842452,,,,
2021-10-03,2021,0,,ARI,COL,1468.83373192225,1462.60582386662,0.5433920263469367,0.45660797365306327,,,1467.26297974719,1441.38279019792,,,,,,,0.5714430248222109,0.4285569751777891,,,,
2021-10-03,2021,0,,TOR,BAL,1520.78067175787,1453.48187272677,0.628446522790202,0.37155347720979803,,,1530.29182223894,1428.4368496276,,,,,,,0.6744002757254692,0.32559972427453077,,,,
2021-10-03,2021,0,,TEX,CLE,1467.1769778624,1508.45189174646,0.4751598670379016,0.5248401329620984,,,1458.8102313142,1510.98596782869,,,,,,,0.46225175091024456,0.5377482490897554,,,,
2021-10-03,2021,0,,SFG,SDP,1533.6905144045,1551.64749412325,0.5086957283896667,0.4913042716103333,,,1511.33596076551,1575.23006016483,,,,,,,0.4409227515603397,0.5590772484396602,,,,
2021-10-03,2021,0,,PIT,CIN,1450.72077999806,1482.98457096679,0.4881096909694838,0.5118903090305162,,,1431.46708065328,1487.18342581331,,,,,,,0.4513186610004385,0.5486813389995615,,,,
2021-10-03,2021,0,,NYY,TBD,1536.44303850864,1562.53771737898,0.4969855513100496,0.5030144486899504,,,1558.5793401045,1552.08806897342,,,,,,,0.5381639028474013,0.46183609715259866,,,,
2021-10-03,2021,0,,FLA,PHI,1494.7503417114,1495.22386798052,0.5338056637174353,0.4661943362825647,,,1476.33885795289,1499.18627674713,,,,,,,0.5022610462836145,0.49773895371638555,,,,
2021-10-03,2021,0,,WSN,BOS,1504.03574583926,1525.23823888426,0.5040258491308055,0.4959741508691945,,,1507.78089348602,1521.75984577747,,,,,,,0.5164177051829235,0.4835822948170765,,,,
2021-10-02,2021,0,,SEA,ANA,1479.48461051814,1478.45545689807,0.5359576656430115,0.4640423343569885,,,1469.208247477,1494.92029756214,,,,,,,0.49961027901053195,0.5003897209894681,,,,
2021-10-02,2021,0,,LAD,MIL,1579.55456732418,1502.59898771635,0.6413312955736417,0.35866870442635834,,,1595.49895724818,1513.48023484368,,,,,,,0.6461894566803622,0.3538105433196378,,,,
2021-10-02,2021,0,,ARI,COL,1468.83373192225,1462.60582386662,0.5433920263469367,0.45660797365306327,,,1467.26297974719,1441.38279019792,,,,,,,0.5714430248222109,0.4285569751777891,,,,
2021-10-02,2021,0,,ATL,NYM,1520.30203281876,1511.6178025374,0.5468981253584034,0.45310187464159657,,,1523.24950709754,1537.04742780625,,,,,,,0.5147402389917184,0.4852597610082816,,,,
2021-10-02,2021,0,,STL,CHC,1519.69110959809,1525.79717673314,0.5257286945873083,0.4742713054126917,,,1510.96575793549,1517.00028701002,,,,,,,0.5273203989501174,0.4726796010498826,,,,
2021-10-02,2021,0,,KCR,MIN,1473.20240553643,1498.95373857235,0.49747965050818754,0.5025203494918125,,,1470.73388549081,1514.23522340186,,,,,,,0.47223782277194803,0.527762177228052,,,,
2021-10-02,2021,0,,HOU,OAK,1538.01585734728,1524.14181146116,0.5542902555754947,0.4457097444245053,,,1549.61126756924,1514.86561080646,,,,,,,0.5836033476535117,0.41639665234648826,,,,
2021-10-02,2021,0,,CHW,DET,1532.32485189905,1447.2452169747,0.6520160575210416,0.34798394247895836,,,1535.83987179706,1445.2229725614,,,,,,,0.6584690695157548,0.3415309304842452,,,,
2021-10-02,2021,0,,TEX,CLE,1467.1769778624,1508.45189174646,0.4751598670379016,0.5248401329620984,,,1458.8102313142,1510.98596782869,,,,,,,0.46225175091024456,0.5377482490897554,,,,
2021-10-02,2021,0,,PIT,CIN,1450.72077999806,1482.98457096679,0.4881096909694838,0.5118903090305162,,,1431.46708065328,1487.18342581331,,,,,,,0.4513186610004385,0.5486813389995615,,,,
2021-10-02,2021,0,,FLA,PHI,1494.7503417114,1495.22386798052,0.5338056637174353,0.4661943362825647,,,1476.33885795289,1499.18627674713,,,,,,,0.5022610462836145,0.49773895371638555,,,,
2021-10-02,2021,0,,WSN,BOS,1504.03574583926,1525.23823888426,0.5040258491308055,0.4959741508691945,,,1507.78089348602,1521.75984577747,,,,,,,0.5164177051829235,0.4835822948170765,,,,
2021-10-02,2021,0,,SFG,SDP,1533.6905144045,1551.64749412325,0.5086957283896667,0.4913042716103333,,,1511.33596076551,1575.23006016483,,,,,,,0.4409227515603397,0.5590772484396602,,,,
2021-10-02,2021,0,,TOR,BAL,1520.78067175787,1453.48187272677,0.628446522790202,0.37155347720979803,,,1530.29182223894,1428.4368496276,,,,,,,0.6744002757254692,0.32559972427453077,,,,
2021-10-02,2021,0,,NYY,TBD,1536.44303850864,1562.53771737898,0.4969855513100496,0.5030144486899504,,,1558.5793401045,1552.08806897342,,,,,,,0.5381639028474013,0.46183609715259866,,,,
2021-10-01,2021,0,,SEA,ANA,1479.48461051814,1478.45545689807,0.5359576656430115,0.4640423343569885,,,1469.208247477,1494.92029756214,,,,,,,0.5082134932451373,0.4917865067548627,,,,
2021-10-01,2021,0,,LAD,MIL,1579.55456732418,1502.59898771635,0.6413312955736417,0.35866870442635834,,,1595.49895724818,1513.48023484368,,,,,,,0.6509357394344413,0.3490642605655587,,,,
2021-10-01,2021,0,,SFG,SDP,1533.6905144045,1551.64749412325,0.5086957283896667,0.4913042716103333,,,1511.33596076551,1575.23006016483,,,,,,,0.4440102516498854,0.5559897483501146,,,,
2021-10-01,2021,0,,ARI,COL,1468.83373192225,1462.60582386662,0.5433920263469367,0.45660797365306327,,,1467.26297974719,1441.38279019792,,,,,,,0.5680629826561555,0.4319370173438445,,,,
2021-10-01,2021,0,,STL,CHC,1519.69110959809,1525.79717673314,0.5257286945873083,0.4742713054126917,,,1510.96575793549,1517.00028701002,,,,,,,0.5309807392956744,0.46901926070432565,,,,
2021-10-01,2021,0,,KCR,MIN,1473.20240553643,1498.95373857235,0.49747965050818754,0.5025203494918125,,,1470.73388549081,1514.23522340186,,,,,,,0.4755537413016762,0.5244462586983238,,,,
2021-10-01,2021,0,,HOU,OAK,1538.01585734728,1524.14181146116,0.5542902555754947,0.4457097444245053,,,1549.61126756924,1514.86561080646,,,,,,,0.5857468951619731,0.4142531048380269,,,,
2021-10-01,2021,0,,CHW,DET,1532.32485189905,1447.2452169747,0.6520160575210416,0.34798394247895836,,,1535.83987179706,1445.2229725614,,,,,,,0.664271954203082,0.33572804579691795,,,,
2021-10-01,2021,0,,TEX,CLE,1467.1769778624,1508.45189174646,0.4751598670379016,0.5248401329620984,,,1458.8102313142,1510.98596782869,,,,,,,0.46567271748951355,0.5343272825104864,,,,
2021-10-01,2021,0,,ATL,NYM,1520.30203281876,1511.6178025374,0.5468981253584034,0.45310187464159657,,,1523.24950709754,1537.04742780625,,,,,,,0.5187997473481116,0.48120025265188837,,,,
2021-10-01,2021,0,,FLA,PHI,1494.7503417114,1495.22386798052,0.5338056637174353,0.4661943362825647,,,1476.33885795289,1499.18627674713,,,,,,,0.5014297249837356,0.4985702750162644,,,,
2021-10-01,2021,0,,TOR,BAL,1520.78067175787,1453.48187272677,0.628446522790202,0.37155347720979803,,,1530.29182223894,1428.4368496276,,,,,,,0.6771104208744883,0.32288957912551175,,,,
2021-10-01,2021,0,,WSN,BOS,1504.03574583926,1525.23823888426,0.5040258491308055,0.4959741508691945,,,1507.78089348602,1521.75984577747,,,,,,,0.5160861435412474,0.4839138564587526,,,,
2021-10-01,2021,0,,NYY,TBD,1536.44303850864,1562.53771737898,0.4969855513100496,0.5030144486899504,,,1558.5793401045,1552.08806897342,,,,,,,0.5400569139226286,0.45994308607737144,,,,
2021-10-01,2021,0,,PIT,CIN,1450.72077999806,1482.98457096679,0.4881096909694838,0.5118903090305162,,,1431.46708065328,1487.18342581331,,,,,,,0.4513202338361858,0.5486797661638142,,,,
2021-09-30,2021,0,,LAD,SDP,1579.55456732418,1551.64749412325,0.5741494175473769,0.4258505824526231,,,1595.49895724818,1575.23006016483,,,,,,,0.5622174998484798,0.4377825001515202,,,,
2021-09-30,2021,0,,SFG,ARI,1533.6905144045,1468.83373192225,0.6251582209668421,0.37484177903315785,,,1511.33596076551,1467.26297974719,,,,,,,0.5958482031580312,0.4041517968419688,,,,
2021-09-30,2021,0,,KCR,CLE,1473.20240553643,1508.45189174646,0.48381634308822513,0.5161836569117748,,,1470.73388549081,1510.98596782869,,,,,,,0.4784281711069641,0.5215718288930359,,,,
2021-09-30,2021,0,,MIN,DET,1498.95373857235,1447.2452169747,0.6072609690063407,0.39273903099365925,,,1514.23522340186,1445.2229725614,,,,,,,0.6291694524394946,0.3708305475605054,,,,
2021-09-30,2021,0,,ATL,PHI,1520.30203281876,1495.22386798052,0.5701631002523468,0.42983689974765316,,,1523.24950709754,1499.18627674713,,,,,,,0.5669444684078268,0.43305553159217325,,,,
2021-09-30,2021,0,,NYM,FLA,1511.6178025374,1494.7503417114,0.5585432534237825,0.4414567465762175,,,1537.04742780625,1476.33885795289,,,,,,,0.6172006731115152,0.38279932688848484,,,,
2021-09-30,2021,0,,HOU,TBD,1538.01585734728,1562.53771737898,0.49924898360877695,0.500751016391223,,,1549.61126756924,1552.08806897342,,,,,,,0.5300481676337656,0.4699518323662344,,,,
2021-09-30,2021,0,,TOR,NYY,1520.78067175787,1536.44303850864,0.5119965159798592,0.4880034840201408,,,1530.29182223894,1558.5793401045,,,,,,,0.49882282559161706,0.5011771744083829,,,,
2021-09-30,2021,0,,BAL,BOS,1453.48187272677,1525.23823888426,0.4317026505330886,0.5682973494669115,,,1428.4368496276,1521.75984577747,,,,,,,0.40334090762947067,0.5966590923705293,,,,
2021-09-30,2021,0,,PIT,CHC,1450.72077999806,1525.79717673314,0.427020143681651,0.572979856318349,,,1431.46708065328,1517.00028701002,,,,,,,0.40942997448183205,0.590570025518168,,,,
2021-09-30,2021,0,,TEX,ANA,1467.1769778624,1478.45545689807,0.5182995630291718,0.4817004369708282,,,1458.8102313142,1494.92029756214,,,,,,,0.48146709774306357,0.5185329022569365,,,,
2021-09-30,2021,0,,STL,MIL,1519.69110959809,1502.59898771635,0.5588621101048274,0.44113788989517255,,,1510.96575793549,1513.48023484368,,,,,,,0.5301558821691035,0.4698441178308965,,,,
2021-09-29,2021,0,,SEA,OAK,1479.48461051814,1524.14181146116,0.47030687870256527,0.5296931212974347,,,1469.208247477,1514.86561080646,,,,,,,0.4712681815813876,0.5287318184186124,,,,
2021-09-29,2021,0,,LAD,SDP,1579.55456732418,1551.64749412325,0.5741494175473769,0.4258505824526231,,,1595.49895724818,1575.23006016483,,,,,,,0.5622174998484798,0.4377825001515202,,,,
2021-09-29,2021,0,,SFG,ARI,1533.6905144045,1468.83373192225,0.6251582209668421,0.37484177903315785,,,1511.33596076551,1467.26297974719,,,,,,,0.5958482031580312,0.4041517968419688,,,,
2021-09-29,2021,0,,KCR,CLE,1473.20240553643,1508.45189174646,0.48381634308822513,0.5161836569117748,,,1470.73388549081,1510.98596782869,,,,,,,0.4784281711069641,0.5215718288930359,,,,
2021-09-29,2021,0,,HOU,TBD,1538.01585734728,1562.53771737898,0.49924898360877695,0.500751016391223,,,1549.61126756924,1552.08806897342,,,,,,,0.5300481676337656,0.4699518323662344,,,,
2021-09-29,2021,0,,CHW,CIN,1532.32485189905,1482.98457096679,0.6040049289249727,0.3959950710750273,,,1535.83987179706,1487.18342581331,,,,,,,0.6028582269006502,0.39714177309934984,,,,
2021-09-29,2021,0,,TEX,ANA,1467.1769778624,1478.45545689807,0.5182995630291718,0.4817004369708282,,,1458.8102313142,1494.92029756214,,,,,,,0.48146709774306357,0.5185329022569365,,,,
2021-09-29,2021,0,,STL,MIL,1519.69110959809,1502.59898771635,0.5588621101048274,0.44113788989517255,,,1510.96575793549,1513.48023484368,,,,,,,0.5301558821691035,0.4698441178308965,,,,
2021-09-29,2021,0,,MIN,DET,1498.95373857235,1447.2452169747,0.6072609690063407,0.39273903099365925,,,1514.23522340186,1445.2229725614,,,,,,,0.6291694524394946,0.3708305475605054,,,,
2021-09-29,2021,0,,ATL,PHI,1520.30203281876,1495.22386798052,0.5701631002523468,0.42983689974765316,,,1523.24950709754,1499.18627674713,,,,,,,0.5669444684078268,0.43305553159217325,,,,
2021-09-29,2021,0,,NYM,FLA,1511.6178025374,1494.7503417114,0.5585432534237825,0.4414567465762175,,,1537.04742780625,1476.33885795289,,,,,,,0.6172006731115152,0.38279932688848484,,,,
2021-09-29,2021,0,,TOR,NYY,1520.78067175787,1536.44303850864,0.5119965159798592,0.4880034840201408,,,1530.29182223894,1558.5793401045,,,,,,,0.49882282559161706,0.5011771744083829,,,,
2021-09-29,2021,0,,BAL,BOS,1453.48187272677,1525.23823888426,0.4317026505330886,0.5682973494669115,,,1428.4368496276,1521.75984577747,,,,,,,0.40334090762947067,0.5966590923705293,,,,
2021-09-29,2021,0,,PIT,CHC,1450.72077999806,1525.79717673314,0.427020143681651,0.572979856318349,,,1431.46708065328,1517.00028701002,,,,,,,0.40942997448183205,0.590570025518168,,,,
2021-09-29,2021,0,,COL,WSN,1462.60582386662,1504.03574583926,0.4749373479902505,0.5250626520097494,,,1441.38279019792,1507.78089348602,,,,,,,0.4391317365515624,0.5608682634484377,,,,
2021-09-28,2021,0,,SEA,OAK,1479.48461051814,1524.14181146116,0.47030687870256527,0.5296931212974347,,,1469.208247477,1514.86561080646,,,,,,,0.4712681815813876,0.5287318184186124,,,,
2021-09-28,2021,0,,LAD,SDP,1579.55456732418,1551.64749412325,0.5741494175473769,0.4258505824526231,,,1595.49895724818,1575.23006016483,,,,,,,0.5612219825701508,0.43877801742984923,,,,
2021-09-28,2021,0,,SFG,ARI,1533.6905144045,1468.83373192225,0.6251582209668421,0.37484177903315785,,,1511.33596076551,1467.26297974719,,,,,,,0.5953548280468997,0.40464517195310035,,,,
2021-09-28,2021,0,,COL,WSN,1462.60582386662,1504.03574583926,0.4749373479902505,0.5250626520097494,,,1441.38279019792,1507.78089348602,,,,,,,0.4391317365515624,0.5608682634484377,,,,
2021-09-28,2021,0,,KCR,CLE,1473.20240553643,1508.45189174646,0.48381634308822513,0.5161836569117748,,,1470.73388549081,1510.98596782869,,,,,,,0.47853498529628036,0.5214650147037196,,,,
2021-09-28,2021,0,,HOU,TBD,1538.01585734728,1562.53771737898,0.49924898360877695,0.500751016391223,,,1549.61126756924,1552.08806897342,,,,,,,0.5289076935045498,0.4710923064954502,,,,
2021-09-28,2021,0,,CHW,CIN,1532.32485189905,1482.98457096679,0.6040049289249727,0.3959950710750273,,,1535.83987179706,1487.18342581331,,,,,,,0.6026612459027784,0.39733875409722164,,,,
2021-09-28,2021,0,,TEX,ANA,1467.1769778624,1478.45545689807,0.5182995630291718,0.4817004369708282,,,1458.8102313142,1494.92029756214,,,,,,,0.4814358128445231,0.5185641871554769,,,,
2021-09-28,2021,0,,STL,MIL,1519.69110959809,1502.59898771635,0.5588621101048274,0.44113788989517255,,,1510.96575793549,1513.48023484368,,,,,,,0.5303564198120511,0.46964358018794894,,,,
2021-09-28,2021,0,,MIN,DET,1498.95373857235,1447.2452169747,0.6072609690063407,0.39273903099365925,,,1514.23522340186,1445.2229725614,,,,,,,0.6325618186226171,0.36743818137738293,,,,
2021-09-28,2021,0,,ATL,PHI,1520.30203281876,1495.22386798052,0.5701631002523468,0.42983689974765316,,,1523.24950709754,1499.18627674713,,,,,,,0.5653500811501779,0.43464991884982207,,,,
2021-09-28,2021,0,,NYM,FLA,1511.6178025374,1494.7503417114,0.5585432534237825,0.4414567465762175,,,1537.04742780625,1476.33885795289,,,,,,,0.6176325729932354,0.3823674270067646,,,,
2021-09-28,2021,0,,TOR,NYY,1520.78067175787,1536.44303850864,0.5119965159798592,0.4880034840201408,,,1530.29182223894,1558.5793401045,,,,,,,0.4949278874072243,0.5050721125927757,,,,
2021-09-28,2021,0,,BAL,BOS,1453.48187272677,1525.23823888426,0.4317026505330886,0.5682973494669115,,,1428.4368496276,1521.75984577747,,,,,,,0.40320401989184596,0.596795980108154,,,,
2021-09-28,2021,0,,PIT,CHC,1450.72077999806,1525.79717673314,0.427020143681651,0.572979856318349,,,1431.46708065328,1517.00028701002,,,,,,,0.40989032499870126,0.5901096750012987,,,,
2021-09-27,2021,0,,SEA,OAK,1479.48461051814,1524.14181146116,0.47030687870256527,0.5296931212974347,,,1469.208247477,1514.86561080646,,,,,,,0.47076123721419294,0.5292387627858071,,,,
2021-09-27,2021,0,,COL,WSN,1462.60582386662,1504.03574583926,0.4749373479902505,0.5250626520097494,,,1441.38279019792,1507.78089348602,,,,,,,0.44366682075591796,0.556333179244082,,,,
2021-09-26,2021,0,,SDP,ATL,1551.64749412325,1520.30203281876,0.5789815818307568,0.42101841816924324,,,1575.23006016483,1523.24950709754,,,,,,,0.6102635035321716,0.3897364964678284,,,,
2021-09-26,2021,0,,ARI,LAD,1468.83373192225,1579.55456732418,0.37772745449375283,0.6222725455062472,,,1467.26297974719,1595.49895724818,,,,,,,0.35446502228657756,0.6455349777134225,,,,
2021-09-26,2021,0,,OAK,HOU,1524.14181146116,1538.01585734728,0.514568294730553,0.485431705269447,,,1514.86561080646,1549.61126756924,,,,,,,0.48468652963416503,0.515313470365835,,,,
2021-09-26,2021,0,,ANA,SEA,1478.45545689807,1479.48461051814,0.5330096215485314,0.4669903784514686,,,1494.92029756214,1469.208247477,,,,,,,0.569023727060685,0.43097627293931495,,,,
